Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-07-28 00:00:00-04:00,340.0299987792969,342.8900146484375,335.6000061035156,340.0799865722656,51859000,0.0,0.0
2026-07-29 00:00:00-04:00,339.7300109863281,344.57000732421875,337.3500061035156,338.19000244140625,56090800,0.0,0.0
2026-07-30 00:00:00-04:00,333.1000061035156,334.75,329.5899963378906,333.42999267578125,74817800,0.0,0.0
2026-07-31 00:00:00-04:00,304.80999755859375,310.69000244140625,300.0,308.9100036621094,132275300,0.0,0.0
2026-08-03 00:00:00-04:00,309.6700134277344,311.79998779296875,302.55999755859375,303.4200134277344,71988041,0.0,0.0
